Application Name,Application IDs,Reference
MicrosoftAzureADFulfillment,f09d1391-098c-47d7-ac7e-6ed2afc5016b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
AAD App Management,f0ae4899-d877-4d3c-ae25-679e38eea492,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Powow,f121a92d-d9a9-43fd-be70-f7a47ff83d4f,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MaintenanceResourceProvider,f18474f2-a66a-4bb0-a3c9-9b8d892092fa,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
console-m365d,f18b59c9-5926-4a65-8605-c23ec8c7e074,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
ReportReplica,f25a7567-8ec5-4582-8a65-bfd66b0530cc,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Comms Planner,f29ce025-8c25-437b-9d7e-9d38e8fcf4dc,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Management Groups,f2c304cf-8e7e-4c3f-8164-16299ad9d272,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
PandaDoc,f2d4eec7-3d3f-46b1-a094-9f7c733d260b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Desk365,f2faee17-4aa9-44ba-bc06-122ab36b8c3f,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Supermetrics,f31f0d2b-4955-43a0-b963-f82536093861,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
PlayQuiz - Aprende & Juega,f3277edf-4f66-4e94-853b-cc1f1e2914f8,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
WorkJam Time Clock,f3388437-b373-4ea7-bcbd-58ec773e0ecf,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
WorkJam Home,f3388437-b373-4ea7-bcbd-58ec773e0ecf,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
WorkJam Schedule,f3388437-b373-4ea7-bcbd-58ec773e0ecf,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
WorkJam Tasks,f3388437-b373-4ea7-bcbd-58ec773e0ecf,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Bot Framework Dev Portal,f3723d34-6ff5-4ceb-a148-d99dcd2511fc,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Confluence Connector by MWF,f3943662-e828-40ed-9c6e-369680fe421f,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Heedify,f3ad2154-7e10-4730-a055-8852ced42d47,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Power Query Online,f3b07414-6bf4-46e6-b63f-56941f3f4128,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
OCPS Admin Service,f416c5fc-9ac4-4f66-a8e5-cb203139cbe4,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Media Recording for Dynamics 365 Sales,f448d7e5-e313-4f90-a3eb-5dbb3277e4b3,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
SWOOP Analytics,f4609298-6163-4ae3-9366-72a9d9c4c854,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Customer Experience Platform CDPA Provisioning TIP,f5223e1a-4d50-4fda-9049-55d819fbb03e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Portfolios,f53895d3-095d-408f-8e93-8f94b391404e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Umbiko,f55846a9-644f-4914-af55-4ddc115a1817,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Teams RetentionHook Service,f5aeb603-2a64-4f37-b9a8-b544f3542865,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Application Insights API,f5c26e74-f226-4ae8-85f0-b4af0080ac9e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Uploader,f5c9f179-b9a5-4364-8f99-18d203b902ad,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
officeatwork - Uploader for Office,f5c9f179-b9a5-4364-8f99-18d203b902ad,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
TagMyFav,f5f2921e-bfb3-4d75-b84f-0b2cc13096f7,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Fellow,f6671df0-1909-428c-91f7-1c42df04d3e4,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
SmartStash,f6adea4e-96a4-4d9e-96db-a0bae63a0208,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Azure Log Search Alerts,f6b60513-f290-450e-a2f3-9930de61c5e7,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
IC3 Modern Effective Config,f6e5c0c2-4746-4152-b162-91309d5556df,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
timeghost - Time tracking,f6f894ce-5b44-4c9b-aff4-253d2fbe8a99,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft.MileIQ.Dashboard,f7069a8d-9edc-4300-b365-ae53c9627fc4,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Blueprints,f71766dc-90d9-4b7d-bd9d-4499c4331c3f,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Marketplace Api,f738ef14-47dc-4564-b53b-45069484ccc7,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Membership View Service,f7a2a81e-ab33-4560-a3dd-6ddca3c5ec6d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
itslearning Course Overview,f85cd0ac-957e-4116-8309-9af69ebdec97,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Apple Internet Accounts,f8d98a96-0999-43f5-8af3-69971c7bb423,[PowerShell Gallery AccessToken_utils.ps1 0.6.4](https://www.powershellgallery.com/packages/AADInternals/0.6.4/Content/AccessToken_utils.ps1)
Microsoft Graph Connectors Core,f8f7a2aa-e116-4ba6-8aea-ca162cfa310d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
DoctorOnline,f9555238-64f3-4ec2-a8fc-3787baa157aa,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
IQ,f9555238-64f3-4ec2-a8fc-3787baa157aa,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Office 365 Enterprise Insights,f9d02341-e7aa-456d-926d-4a0ca599fbee,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Wats,f9eaef18-fbd1-4045-b417-c26598755298,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Partner Center,fa3d9a0c-3fb0-42cc-9193-47c7ecd2edbd,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
BitFractal,fb5ad138-bf16-44c0-bdc2-2a9c0e6f246f,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Machine Learning Authorization App 1,fb9de05a-fecc-4642-b3ca-66b9d4434d4d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Substrate-FileWatcher,fbb0ac1a-82dd-478b-a0e5-0b2b98ef38fe,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
uWebChat,fbc29d83-1fe3-48ad-b0a4-2785adf25984,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Zendesk,fbec26ad-da44-4a5d-8e6d-30df5435c84e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure AD Notification,fc03f97a-9db0-4627-a216-ec98ce54e018,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Intune Windows Agent,fc0f3af4-6835-4174-b806-f7db311fd2f3,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
CI-Out-of-Office Lite,fc1e4e41-1e20-49ba-88aa-5f26fa8bc4da,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure AD Identity Protection,fc68d9e5-1f76-45ef-99aa-214805418498,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
AzureAutomation,fc75330b-179d-49af-87dd-3b1acf6827fa,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
WindowsDefenderATP,fc780465-2017-40d4-a0c5-307022471b92,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Bizfone,fc8f7563-e8ea-4b6d-9622-82775a21a35a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Intune Grouping and Targeting Client Prod,fd14a986-6fe4-409a-883e-cdec1009cd54,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Diagnostics Resource Provider,fd225045-a727-45dc-8caa-77c8eb1b9521,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Remoto,fd7d9d09-58cb-45e9-940a-7ec22c96937c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
WorkInSync,fdabfc71-2cf8-42f0-bcdd-83e5f4acfdcc,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Support,fdf9885b-dd37-42bf-82e5-c3129ef5a302,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Cloud Hybrid Search,feff8b5b-97f3-4374-a16a-1911ae9e15e9,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
